Member_number,without pattern
3220,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3221,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3222,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'shopping bags']"
3223,"['soda', 'tropical fruit', 'canned beer', 'pork', 'frozen vegetables']"
3224,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3225,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3226,"['whole milk', 'rolls/buns', 'yogurt', 'citrus fruit', 'brown bread']"
3227,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3228,"['other vegetables', 'rolls/buns', 'curd', 'butter milk', 'grapes']"
3229,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3230,['other vegetables']
3231,"['yogurt', 'root vegetables', 'tropical fruit', 'sausage', 'pastry']"
3232,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3233,"['rolls/buns', 'yogurt', 'bottled water', 'brown bread', 'frozen vegetables']"
3234,"['soda', 'yogurt', 'tropical fruit', 'citrus fruit', 'bottled beer']"
3235,"['whole milk', 'rolls/buns', 'root vegetables', 'cream cheese ', 'long life bakery product']"
3236,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3237,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3238,"['rolls/buns', 'root vegetables', 'tropical fruit', 'pip fruit', 'canned beer']"
3239,"['soda', 'yogurt', 'citrus fruit', 'pastry', 'newspapers']"
3240,"['soda', 'citrus fruit', 'canned beer', 'candy', 'mustard']"
3241,"['whole milk', 'rolls/buns', 'root vegetables', 'bottled water', 'whipped/sour cream']"
3242,"['other vegetables', 'yogurt', 'bottled water', 'shopping bags', 'bottled beer']"
3243,['whole milk']
3244,"['whole milk', 'rolls/buns', 'yogurt', 'newspapers', 'frankfurter']"
3245,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3246,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3247,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3248,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3249,"['bottled beer', 'cream cheese ', 'dessert', 'ham', 'sugar']"
3250,"['whole milk', 'soda', 'beef', 'berries', 'pickled vegetables']"
3251,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3252,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3253,"['root vegetables', 'citrus fruit', 'whipped/sour cream', 'specialty chocolate', 'hygiene articles']"
3254,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3255,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3256,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3257,"['whole milk', 'tropical fruit', 'bottled water', 'pastry', 'domestic eggs']"
3258,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3259,"['yogurt', 'shopping bags', 'canned beer', 'newspapers', 'coffee']"
3260,"['whole milk', 'yogurt', 'tropical fruit', 'bottled water', 'shopping bags']"
3262,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3263,"['whole milk', 'soda', 'yogurt', 'pastry', 'pip fruit']"
3264,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
3265,"['whole milk', 'bottled water', 'pastry', 'pip fruit', 'domestic eggs']"
3266,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3267,"['other vegetables', 'soda', 'yogurt', 'bottled water', 'whipped/sour cream']"
3268,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
3269,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
3270,"['whole milk', 'other vegetables', 'bottled water', 'pastry', 'frankfurter']"
3271,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3272,"['soda', 'yogurt', 'canned beer', 'whipped/sour cream', 'brown bread']"
3273,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3275,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'pastry']"
3276,"['whole milk', 'root vegetables', 'sausage', 'citrus fruit', 'canned beer']"
3277,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3278,"['coffee', 'ice cream', 'dish cleaner']"
3279,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3280,"['whole milk', 'soda', 'tropical fruit', 'bottled water', 'citrus fruit']"
3281,"['whole milk', 'other vegetables', 'yogurt', 'citrus fruit', 'newspapers']"
3282,"['soda', 'yogurt', 'root vegetables', 'tropical fruit', 'sausage']"
3283,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
3284,"['whole milk', 'rolls/buns', 'sausage', 'shopping bags', 'brown bread']"
3285,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3286,"['domestic eggs', 'hamburger meat', 'herbs', 'soft cheese', 'finished products']"
3287,"['whole milk', 'other vegetables', 'yogurt', 'tropical fruit', 'pastry']"
3288,"['whole milk', 'other vegetables', 'bottled water', 'sausage', 'pip fruit']"
3289,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3290,"['rolls/buns', 'soda', 'sausage', 'napkins', 'semi-finished bread']"
3291,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water']"
3292,"['whole milk', 'yogurt', 'root vegetables', 'pip fruit', 'shopping bags']"
3293,"['soda', 'yogurt', 'sausage', 'bottled beer', 'pork']"
3294,"['other vegetables', 'rolls/buns', 'yogurt', 'root vegetables', 'bottled water']"
3295,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
3296,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3297,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
3298,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'sausage']"
3299,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3300,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3301,['soda']
3302,"['whole milk', 'other vegetables', 'canned beer', 'newspapers', 'margarine']"
3303,"['whole milk', 'other vegetables', 'bottled water', 'herbs', 'dishes']"
3304,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3305,"['yogurt', 'tropical fruit', 'shopping bags', 'canned beer', 'newspapers']"
3306,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3307,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'bottled water']"
3308,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3309,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'shopping bags']"
3310,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3311,"['other vegetables', 'rolls/buns', 'newspapers', 'coffee', 'cream cheese ']"
3312,"['whole milk', 'tropical fruit', 'citrus fruit', 'brown bread', 'newspapers']"
3313,"['root vegetables', 'tropical fruit', 'bottled water', 'bottled beer', 'hard cheese']"
3314,"['long life bakery product', 'ice cream', 'dish cleaner', 'finished products']"
3315,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3316,"['whole milk', 'yogurt', 'coffee', 'cream cheese ', 'white wine']"
3317,"['rolls/buns', 'soda', 'yogurt', 'pip fruit', 'shopping bags']"
3318,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'citrus fruit']"
3319,"['whole milk', 'soda', 'citrus fruit', 'bottled beer', 'chocolate']"
3320,"['other vegetables', 'soda', 'bottled water', 'berries', 'processed cheese']"
3321,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3322,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3323,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3324,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
3325,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'shopping bags']"
3326,"['bottled beer', 'chicken', 'beverages']"
3327,"['whole milk', 'other vegetables', 'rolls/buns', 'bottled water', 'pastry']"
3328,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3329,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3330,"['whole milk', 'bottled water', 'curd', 'hamburger meat', 'frozen meals']"
3331,"['other vegetables', 'rolls/buns', 'soda', 'frankfurter', 'waffles']"
3332,"['soda', 'root vegetables', 'pastry', 'canned beer', 'newspapers']"
3333,"['other vegetables', 'whipped/sour cream', 'beverages']"
3334,"['whole milk', 'other vegetables', 'soda', 'sausage', 'pip fruit']"
3335,"['other vegetables', 'tropical fruit', 'fruit/vegetable juice', 'canned fish']"
3336,"['rolls/buns', 'tropical fruit', 'pork', 'napkins']"
3337,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3338,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'pastry']"
3339,"['whole milk', 'bottled beer', 'canned beer', 'pork', 'butter']"
3341,"['rolls/buns', 'pip fruit', 'bottled beer', 'canned beer', 'brown bread']"
3342,"['other vegetables', 'bottled water', 'pastry', 'canned beer', 'whipped/sour cream']"
3343,"['whole milk', 'rolls/buns', 'root vegetables', 'bottled beer', 'frankfurter']"
3344,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3345,['soda']
3346,"['soda', 'tropical fruit', 'margarine', 'chicken', 'napkins']"
3347,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3348,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3349,"['rolls/buns', 'yogurt', 'tropical fruit', 'pip fruit', 'frankfurter']"
3350,"['whole milk', 'rolls/buns', 'citrus fruit', 'coffee', 'candy']"
3351,"['whole milk', 'soda', 'bottled water', 'pastry', 'pip fruit']"
3352,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
3353,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3354,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3355,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'bottled beer']"
3356,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3357,"['whole milk', 'bottled beer', 'whipped/sour cream', 'newspapers', 'dessert']"
3358,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3359,"['whole milk', 'bottled beer', 'butter', 'frozen meals', 'misc. beverages']"
3360,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'sausage']"
3361,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3363,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3364,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
3365,"['whole milk', 'rolls/buns', 'soda', 'bottled water', 'citrus fruit']"
3366,"['whole milk', 'yogurt', 'newspapers', 'napkins', 'white bread']"
3367,"['sausage', 'pip fruit', 'fruit/vegetable juice', 'long life bakery product']"
3368,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3369,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3370,"['other vegetables', 'rolls/buns', 'soda', 'sausage', 'citrus fruit']"
3372,"['pork', 'frozen vegetables', 'rum']"
3373,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'bottled water']"
3374,"['other vegetables', 'yogurt', 'chicken', 'cling film/bags']"
3375,"['whole milk', 'rolls/buns', 'root vegetables', 'bottled water', 'citrus fruit']"
3376,"['other vegetables', 'soda', 'yogurt', 'pastry', 'hamburger meat']"
3377,"['pip fruit', 'ice cream']"
3378,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3379,"['other vegetables', 'soda', 'yogurt', 'butter', 'long life bakery product']"
3380,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'tropical fruit']"
3381,"['butter', 'coffee', 'frozen fruits']"
3382,"['rolls/buns', 'tropical fruit', 'bottled water', 'pip fruit', 'bottled beer']"
3383,"['soda', 'root vegetables', 'frozen vegetables', 'pet care']"
3384,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3385,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'shopping bags']"
3386,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3387,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'newspapers']"
3389,"['whole milk', 'soda', 'shopping bags', 'newspapers', 'cream cheese ']"
3390,"['whole milk', 'yogurt', 'tropical fruit', 'sausage', 'citrus fruit']"
3391,"['frankfurter', 'coffee', 'beverages', 'semi-finished bread']"
3393,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3394,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3395,"['whole milk', 'rolls/buns', 'soda', 'frankfurter', 'salty snack']"
3396,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3397,"['whole milk', 'rolls/buns', 'citrus fruit', 'pastry', 'bottled beer']"
3398,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3399,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3400,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3401,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'sausage']"
3402,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3403,"['bottled water', 'sausage', 'pastry', 'pip fruit', 'shopping bags']"
3404,"['whole milk', 'yogurt', 'canned beer', 'newspapers', 'domestic eggs']"
3405,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3406,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'citrus fruit']"
3407,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3408,"['rolls/buns', 'root vegetables', 'tropical fruit', 'bottled water', 'sausage']"
3409,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3410,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3411,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'tropical fruit']"
3412,"['whole milk', 'other vegetables', 'tropical fruit', 'bottled water', 'citrus fruit']"
3413,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'sausage']"
3414,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3415,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3416,"['other vegetables', 'rolls/buns', 'root vegetables', 'sausage', 'pastry']"
3417,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3418,"['other vegetables', 'rolls/buns', 'yogurt', 'shopping bags', 'bottled beer']"
3419,"['whole milk', 'soda', 'yogurt', 'tropical fruit', 'citrus fruit']"
3420,"['whole milk', 'yogurt', 'root vegetables', 'citrus fruit', 'pip fruit']"
3421,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'tropical fruit']"
3422,"['root vegetables', 'pastry', 'whipped/sour cream']"
3423,"['whole milk', 'soda', 'bottled water', 'sausage', 'pip fruit']"
3424,"['rolls/buns', 'yogurt', 'root vegetables', 'shopping bags', 'canned beer']"
3425,['rolls/buns']
3426,"['yogurt', 'root vegetables', 'bottled water', 'pork', 'UHT-milk']"
3427,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'frankfurter']"
3428,"['other vegetables', 'yogurt', 'root vegetables', 'pip fruit', 'brown bread']"
3429,"['other vegetables', 'rolls/buns', 'soda', 'bottled water', 'citrus fruit']"
3430,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3431,"['whole milk', 'citrus fruit', 'brown bread', 'beef', 'canned fish']"
3432,"['citrus fruit', 'curd', 'meat']"
3433,"['whole milk', 'root vegetables', 'pip fruit', 'whipped/sour cream', 'domestic eggs']"
3434,"['rolls/buns', 'soda', 'sausage', 'butter', 'coffee']"
3435,"['rolls/buns', 'yogurt', 'tropical fruit', 'bottled water', 'sausage']"
3436,"['chicken', 'cream cheese ', 'UHT-milk', 'waffles', 'long life bakery product']"
3437,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3438,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
3439,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3440,"['whole milk', 'yogurt', 'citrus fruit', 'pip fruit', 'pork']"
3441,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'whipped/sour cream']"
3442,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3443,"['whole milk', 'rolls/buns', 'yogurt', 'tropical fruit', 'sausage']"
3444,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'root vegetables']"
3445,"['soda', 'sausage', 'beverages']"
3447,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'sausage']"
3448,"['bottled beer', 'beef', 'cream cheese ', 'dessert', 'onions']"
3449,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'bottled water']"
3450,"['other vegetables', 'rolls/buns', 'tropical fruit', 'pastry', 'shopping bags']"
3451,"['rolls/buns', 'soda', 'yogurt', 'tropical fruit', 'sausage']"
3452,"['other vegetables', 'soda', 'root vegetables', 'citrus fruit', 'napkins']"
3453,"['soda', 'tropical fruit', 'citrus fruit', 'shopping bags', 'brown bread']"
3454,"['other vegetables', 'soda', 'bottled beer', 'canned beer', 'frankfurter']"
3455,"['other vegetables', 'soda', 'pastry', 'chocolate', 'mustard']"
3456,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3457,"['whole milk', 'yogurt', 'root vegetables', 'bottled water', 'pip fruit']"
3458,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3459,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3460,"['whole milk', 'other vegetables', 'root vegetables', 'tropical fruit', 'bottled water']"
3461,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3462,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3463,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'sausage']"
3464,"['yogurt', 'brown bread', 'chocolate', 'waffles', 'specialty chocolate']"
3465,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'root vegetables']"
3466,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'newspapers']"
3467,"['whole milk', 'tropical fruit', 'sausage', 'citrus fruit', 'pastry']"
3468,"['other vegetables', 'tropical fruit', 'pastry', 'shopping bags', 'canned beer']"
3469,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3470,"['other vegetables', 'soda', 'root vegetables', 'tropical fruit', 'citrus fruit']"
3471,"['rolls/buns', 'pastry', 'newspapers', 'chicken', 'napkins']"
3472,"['whole milk', 'other vegetables', 'soda', 'bottled water', 'citrus fruit']"
3473,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3474,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3475,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3476,"['other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit', 'bottled water']"
3477,"['root vegetables', 'tropical fruit', 'bottled water', 'bottled beer', 'brown bread']"
3478,['rolls/buns']
3479,"['rolls/buns', 'soda', 'sausage', 'pip fruit', 'frankfurter']"
3480,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3481,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'pip fruit']"
3482,"['other vegetables', 'soda', 'yogurt', 'pastry', 'canned beer']"
3483,"['other vegetables', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3484,"['whole milk', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3485,"['whole milk', 'other vegetables', 'rolls/buns', 'tropical fruit', 'bottled water']"
3486,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3487,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3488,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'pip fruit']"
3489,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3490,"['whole milk', 'sausage', 'bottled beer', 'canned beer', 'whipped/sour cream']"
3491,"['whole milk', 'rolls/buns', 'yogurt', 'root vegetables', 'tropical fruit']"
3493,"['rolls/buns', 'soda', 'yogurt', 'citrus fruit', 'pastry']"
3494,"['whole milk', 'other vegetables', 'soda', 'root vegetables', 'shopping bags']"
3495,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3496,"['whole milk', 'rolls/buns', 'soda', 'tropical fruit', 'bottled water']"
3497,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3498,"['other vegetables', 'root vegetables', 'bottled water', 'sausage', 'citrus fruit']"
3499,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'tropical fruit']"
3500,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3501,"['whole milk', 'rolls/buns', 'bottled beer', 'UHT-milk', 'herbs']"
3502,"['other vegetables', 'rolls/buns', 'soda', 'shopping bags', 'canned beer']"
3503,"['rolls/buns', 'root vegetables', 'pip fruit', 'canned beer', 'brown bread']"
3504,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3505,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3507,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3508,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3509,"['whole milk', 'other vegetables', 'soda', 'tropical fruit', 'bottled water']"
3510,"['whole milk', 'bottled water', 'frankfurter']"
3511,"['whole milk', 'other vegetables', 'soda', 'sausage', 'citrus fruit']"
3512,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3513,"['other vegetables', 'rolls/buns', 'pastry', 'bottled beer', 'canned beer']"
3514,"['soda', 'yogurt', 'tropical fruit', 'citrus fruit', 'butter']"
3515,"['rolls/buns', 'soda', 'root vegetables', 'pastry', 'pip fruit']"
3516,"['whole milk', 'rolls/buns', 'tropical fruit', 'whipped/sour cream', 'domestic eggs']"
3517,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3518,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
3519,"['other vegetables', 'rolls/buns', 'root vegetables', 'bottled water', 'sausage']"
3520,"['soda', 'tropical fruit', 'bottled water', 'shopping bags', 'canned beer']"
3521,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'bottled water']"
3522,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
3523,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3524,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'sausage']"
3525,"['other vegetables', 'rolls/buns', 'soda', 'frankfurter', 'chicken']"
3526,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3527,"['whole milk', 'soda', 'root vegetables', 'citrus fruit', 'pip fruit']"
3528,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3529,"['other vegetables', 'rolls/buns', 'pastry', 'curd', 'coffee']"
3530,"['soda', 'tropical fruit', 'shopping bags', 'domestic eggs', 'chocolate']"
3531,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3532,"['other vegetables', 'butter', 'coffee', 'UHT-milk', 'waffles']"
3533,"['other vegetables', 'soda', 'hamburger meat', 'chewing gum']"
3534,"['rolls/buns', 'pastry', 'canned beer', 'fruit/vegetable juice']"
3535,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'citrus fruit']"
3536,"['whole milk', 'other vegetables', 'yogurt', 'whipped/sour cream', 'domestic eggs']"
3537,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3538,"['yogurt', 'citrus fruit', 'pastry', 'shopping bags', 'white bread']"
3539,"['whole milk', 'rolls/buns', 'soda', 'root vegetables', 'tropical fruit']"
3540,"['whole milk', 'other vegetables', 'yogurt', 'root vegetables', 'bottled water']"
3541,"['rolls/buns', 'soda', 'tropical fruit', 'pip fruit', 'brown bread']"
3542,"['other vegetables', 'coffee', 'sugar']"
3543,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3544,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'sausage']"
3545,"['whole milk', 'other vegetables', 'sausage', 'canned beer', 'whipped/sour cream']"
3546,"['whole milk', 'other vegetables', 'rolls/buns', 'root vegetables', 'tropical fruit']"
3547,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'root vegetables']"
3548,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3549,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3550,"['other vegetables', 'rolls/buns', 'soda', 'yogurt', 'root vegetables']"
3551,"['rolls/buns', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3552,"['other vegetables', 'soda', 'yogurt', 'root vegetables', 'tropical fruit']"
3553,"['other vegetables', 'domestic eggs', 'ham', 'hard cheese']"
3554,"['other vegetables', 'rolls/buns', 'root vegetables', 'sausage', 'citrus fruit']"
3555,"['beef', 'onions', 'prosecco']"
3556,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3557,"['other vegetables', 'yogurt', 'root vegetables', 'bottled water', 'shopping bags']"
3558,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3559,"['rolls/buns', 'root vegetables', 'pastry', 'chicken', 'napkins']"
3560,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3561,"['whole milk', 'other vegetables', 'soda', 'yogurt', 'tropical fruit']"
3562,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3563,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'yogurt']"
3564,"['soda', 'tropical fruit', 'bottled water', 'citrus fruit', 'newspapers']"
3565,"['bottled water', 'sausage', 'pip fruit', 'shopping bags', 'newspapers']"
3566,"['other vegetables', 'root vegetables', 'bottled water', 'sausage', 'whipped/sour cream']"
3567,"['other vegetables', 'yogurt', 'root vegetables', 'sausage', 'pip fruit']"
3568,"['other vegetables', 'yogurt', 'root vegetables', 'citrus fruit', 'bottled beer']"
3569,"['whole milk', 'soda', 'yogurt', 'root vegetables', 'bottled water']"
3570,"['whole milk', 'other vegetables', 'rolls/buns', 'soda', 'bottled water']"
3571,"['whole milk', 'other vegetables', 'rolls/buns', 'yogurt', 'tropical fruit']"
3572,"['whole milk', 'rolls/buns', 'yogurt', 'pastry', 'pip fruit']"
